12.0483 23.8178 16.9323 0.73592 -0.134103 -0.663656
11.2725 24.0048 6.33984 -0.691103 0.255838 -0.675962
11.1915 21.279 5.993 0.0220986 0.538277 -0.842478
12.0667 11.5038 16.7353 0.864178 -0.082535 -0.496372
23.404 20.9923 17.2865 -0.408255 -0.485848 0.772839
12.9331 22.7291 18.2664 -0.30825 -0.883187 0.3535
15.375 11.5642 5.29774 0.822603 0.0146954 -0.568426
13.3978 12.3028 17.9265 0.660134 0.420044 -0.622724
14.1732 24.2442 18.2613 -0.903577 0.334765 -0.267358
13.7413 11.7392 5.58931 0.667867 0.353994 -0.654707
18.0732 11.9553 16.8549 0.30803 0.484788 0.818595
17.7192 23.9381 17.172 0.583692 0.286419 -0.759781
16.2967 24.3085 16.2814 0.770417 0.35182 -0.531677
17.5318 12.3592 5.79688 -0.5042 0.32813 0.798819
14.2447 24.0143 6.3054 -0.951649 -0.081574 0.296159
17.3891 13.1636 5.15899 -0.796188 0.0519667 0.602814
17.1566 23.1551 5.73403 -0.639511 -0.531953 0.555024
16.9659 13.935 6.5123 0.721689 0.68317 -0.111548
18.9641 22.9817 6.48193 0.750097 -0.0803536 -0.656428
19.1545 13.6449 5.5265 -0.891576 0.158036 -0.424402
20.7573 11.7849 17.5021 -0.675948 0.506688 0.535128
20.8795 14.7697 17.8825 0.628605 -0.65977 -0.411776
20.6267 11.6859 5.63968 -0.261957 -0.858432 0.440992
22.5464 12.5796 18.1401 -0.0181612 0.995774 0.0900258
24.029 23.182 6.48096 -0.268155 0.454766 0.849283
11.3387 23.9144 16.2025 0.545377 -0.340528 -0.765901
21.5945 22.7215 5.70432 0.123894 -0.365139 -0.922672
12.3792 12.742 17.8861 -0.503442 -0.347904 0.790892
11.0701 22.0781 9.92677 -0.350855 0.186866 -0.917596
11.046 15.2401 6.16838 0.208638 -0.864235 0.457786
23.816 24.3993 6.92718 -0.620246 -0.27347 -0.735193
11.1225 14.881 10.9356 0.201127 -0.363536 -0.90961
12.8159 14.0349 16.9153 0.248275 0.287044 -0.925184
24.0289 15.2116 9.64194 0.874531 0.484791 0.0131778
14.9962 13.2384 17.0028 -0.0925931 0.671929 -0.734805
13.5293 13.5675 7.06165 -0.918228 0.389113 0.0738112
13.8185 23.351 7.53861 0.555351 0.794179 -0.246707
12.8371 16.1658 5.31789 -0.705024 -0.599789 0.378409
17.2663 12.9573 16.3669 -0.799076 -0.0139601 -0.601068
13.4506 15.7385 6.01624 0.260753 -0.93194 -0.251985
14.3293 12.4112 6.42962 0.197149 -0.925286 0.324003
15.4667 13.6673 7.01542 0.494931 0.545307 -0.676523
16.0619 14.7165 17.2203 -0.126945 0.507287 0.852376
17.8654 14.7111 15.7389 0.980471 0.103705 -0.167097
18.6856 13.6483 16.9817 -0.68524 0.235752 0.689106
20.2414 15.7198 16.2915 0.106904 0.0376 -0.993558
20.9402 14.0038 6.71412 -0.855188 0.50767 0.104521
18.5601 15.0978 16.5194 -0.671318 0.717049 -0.187543
16.6767 14.3407 18.2018 -0.389954 -0.450445 0.803141
20.9443 12.796 7.10284 -0.639594 0.630074 -0.44037
10.8247 13.0221 6.88194 0.388966 0.720532 -0.574054
11.6237 14.922 5.31904 -0.222474 0.643872 -0.732075
22.8839 22.8063 16.8076 0.982683 -0.131259 0.130788
11.6038 12.205 6.56318 0.0566427 -0.845898 0.530329
22.2387 23.6603 18.2861 -0.770539 -0.518439 -0.370797
12.3195 13.3979 6.15808 0.28099 -0.344817 0.895626
10.8874 14.6898 16.4894 -0.547712 -0.758872 0.352314
22.507 15.2606 5.76342 -0.285654 0.575903 -0.765988
23.9778 15.8153 7.07279 -0.0954415 0.957504 -0.272172
12.0856 15.8725 16.7096 -0.888983 -0.279097 0.363063
13.8234 13.6845 16.7874 -0.397697 -0.358121 0.844741
23.8534 14.8264 8.17033 -0.83794 0.545474 -0.0177426
12.0884 17.4454 8.23746 -0.580753 -0.176402 0.794738
23.7328 17.1582 16.854 -0.976966 0.183796 0.108424
12.6394 14.9172 6.14178 0.107475 -0.73868 -0.665433
13.497 14.1001 18.2004 0.0431337 -0.382351 0.92301
13.3918 12.3048 6.69479 0.178587 -0.925574 0.333795
16.3064 17.4098 5.48738 -0.574482 -0.214892 -0.789805
16.8587 15.8086 16.4897 0.00885684 0.993978 -0.109226
15.7861 15.3638 7.24254 -0.65469 0.545511 -0.523258
18.6905 15.6961 17.5669 -0.66459 0.217283 0.714919
14.071 13.1702 18.2464 -0.428446 -0.577524 0.694911
18.9101 15.1711 5.19408 0.786683 0.124475 -0.604678
20.877 16.5778 5.3985 0.977471 -0.206462 0.043867
21.2388 14.2068 12.8575 -0.40158 -0.232117 -0.885921
23.7193 15.3999 18.3259 0.238809 0.529796 -0.81381
11.3233 13.116 18.2328 0.474687 0.400569 -0.783719
21.0407 15.2194 15.7394 0.271414 0.541826 -0.795461
22.9825 11.984 8.39439 0.797136 0.536573 0.276881
22.875 15.9636 17.2708 0.0375148 -0.624391 0.780211
10.9825 14.3745 18.0489 -0.226792 0.600888 -0.766485
20.8462 16.5223 16.3673 0.343313 -0.0921849 -0.934686
23.2464 23.3488 5.64447 0.735268 0.347171 -0.582111
22.362 14.9261 7.71219 -0.838571 0.0839595 0.538284
22.7431 14.4098 8.47296 -0.141375 0.701127 0.69888
23.1908 16.0281 7.66269 0.543754 0.393312 0.741376
12.0376 16.7197 5.21119 0.601384 0.229852 -0.765183
12.6534 17.9057 17.5052 -0.479271 -0.286297 0.829659
22.9845 18.3175 5.22756 -0.811763 0.581576 0.0530146
12.887 16.5846 7.09342 -0.474998 0.779237 -0.408861
14.3845 14.6224 18.4172 -0.0786245 0.920962 -0.381637
14.4576 16.9628 17.0036 -0.686143 -0.504687 -0.523926
12.9308 15.0516 18.2046 -0.708932 -0.690788 -0.142219
11.8521 18.8669 10.1494 0.708971 -0.699301 -0.091311
14.7074 17.3534 6.29759 0.441751 -0.255441 -0.860003
13.8158 17.8242 17.0528 0.386188 0.785296 -0.483911
17.6212 14.4344 5.33357 -0.0795544 -0.808816 0.582656
16.2285 16.6719 17.2908 0.272319 -0.956044 0.108731
18.5669 14.6291 17.6338 -0.737272 0.448453 -0.505292
15.0295 19.7846 17.411 0.763232 -0.638396 0.099638
15.0613 14.6288 17.5022 -0.370948 0.922761 -0.10445
21.2332 14.1436 15.4577 0.459549 0.742052 -0.488031
20.1586 13.5927 16.7077 0.229065 0.679821 -0.696687
16.7079 18.5245 17.1437 -0.0363001 0.973829 0.224366
21.0795 13.9086 5.35687 0.761558 -0.230251 -0.605817
19.0148 16.2588 16.0457 -0.362942 0.931626 -0.0185726
23.1108 14.4477 18.1566 0.19876 0.206772 -0.957987
23.8811 16.7786 18.0396 -0.725863 0.633573 -0.267783
20.8966 19.4193 18.0612 -0.509212 0.608031 -0.609099
19.2088 17.8981 16.0278 0.613216 -0.779126 -0.130112
21.5402 15.6061 6.10494 0.414965 -0.049863 0.90847
22.6978 16.6017 17.9591 0.594598 -0.489235 0.638046
21.1828 17.593 16.982 0.134826 0.219885 0.966164
22.9263 21.8718 9.24759 0.522927 0.751523 0.402195
13.0119 17.1259 16.5727 -0.78012 -0.42666 0.457574
14.5483 18.5963 5.28569 0.11976 0.364817 -0.923345
12.9378 16.075 17.5473 -0.991231 -0.00675572 0.131965
12.7438 19.9586 6.66185 -0.197013 0.157759 0.967625
13.1894 19.1208 17.902 0.804145 -0.441763 -0.39774
12.6801 18.3237 6.11634 0.13613 0.0925856 -0.986355
14.6304 14.8053 16.3746 0.387742 0.465771 -0.795433
12.9376 20.3396 18.1413 0.814416 -0.392237 -0.427642
15.2146 16.3076 17.3554 -0.392531 -0.17901 -0.90215
14.8643 20.2776 16.4141 -0.0697957 -0.996827 0.0382716
15.7813 19.8273 16.237 -0.325548 -0.489222 -0.809123
17.5635 21.7112 17.5454 0.293001 -0.77317 -0.562457
17.4299 17.2788 5.54419 0.42559 -0.138442 0.894264
19.656 20.9942 17.3686 -0.429793 0.610025 -0.665693
19.5638 18.7046 16.7997 0.544611 -0.645861 -0.535035
17.3485 22.2274 6.60735 -0.897908 -0.221793 0.380222
19.3981 18.1058 17.6921 -0.195638 -0.567521 -0.799778
19.7416 22.042 5.91633 -0.997104 -0.0716049 0.0256174
19.7724 19.5792 18.3346 0.731862 -0.424907 0.532759
20.1951 18.4996 10.4743 -0.171498 0.510493 0.842606
19.218 17.0742 7.1834 -0.135925 0.74724 -0.650505
20.653 19.4092 7.07867 0.94926 -0.263408 -0.171819
21.4669 16.4886 17.5925 0.558525 -0.701414 -0.442797
23.0908 18.4895 17.5365 -0.738464 0.669591 0.0794904
22.6471 17.7832 6.13689 -0.735303 0.365964 -0.570438
23.2655 17.1194 5.57885 -0.752646 0.365312 -0.547788
22.3121 19.7026 18.371 0.913165 -0.337635 -0.228326
21.5281 21.5025 17.8092 -0.22921 0.168631 0.958659
15.1489 20.7356 5.46892 0.717305 0.102759 0.68914
11.0871 20.8916 18.137 0.0455157 -0.558534 0.828232
11.1307 18.637 17.6108 0.0683408 -0.685914 -0.724466
13.0196 22.371 6.43387 0.210459 0.882647 0.420287
12.576 19.4437 8.67443 0.249036 -0.0352364 -0.967853
15.0445 22.8951 6.05472 -0.684624 0.480119 -0.54843
14.7412 22.3912 15.0768 -0.530383 -0.673583 0.514762
14.7168 22.25 17.0288 -0.840405 0.0155063 0.541737
15.9681 20.5993 14.1839 0.21462 0.199195 -0.956169
14.0194 22.737 18.2615 -0.429483 -0.723693 0.540197
15.506 21.6598 17.4372 0.0961986 0.921926 0.375231
13.7119 21.5003 6.75424 0.840599 0.537829 -0.0642926
