 1 15.6524 14.6779 12.9201 0.792691 -0.311201 0.524209
 1 14.4578 15.0325 15.1052 0.70596 -0.461655 0.537117
 1 15.4181 16.746 15.884 -0.606937 0.137943 0.782687
 1 14.7519 15.8744 13.9797 -0.0629959 0.953802 -0.293758
 1 16.5378 15.4294 12.51 -0.442916 0.771556 -0.456647
 1 17.9014 17.8644 13.1241 0.699403 0.0459961 0.713246
 1 17.5257 16.2685 16.5079 0.323551 0.679318 -0.658667
 1 19.9092 18.7629 15.6861 -0.334501 -0.585763 0.738234
 1 20.8466 15.2941 13.9267 0.814744 -0.195193 -0.545977
 1 19.8987 17.8407 13.6659 0.799692 -0.582572 0.145269
 1 2.71151 13.149 16.1808 -0.856653 0.457215 0.238956
 1 20.5143 18.0573 15.3625 -0.831988 -0.549016 -0.0798574
 1 22.1817 14.87 14.1267 0.679843 0.548424 -0.486872
 1 0.0948954 19.4372 17.9638 -0.774827 0.300179 -0.556359
 1 23.9436 13.387 18.9964 0.570621 0.328125 -0.752812
 1 21.5678 13.4633 13.7666 0.651352 0.233841 0.721844
 1 22.6269 14.1628 13.3372 -0.974822 0.189135 0.118107
 1 1.71825 15.5759 17.9482 0.0816217 0.996445 0.0208851
 1 1.299 16.3661 12.9957 0.339169 -0.874736 0.346123
 1 1.94821 15.4894 14.2676 -0.721342 -0.346292 0.59979
 1 0.542138 13.1578 12.9768 -0.233123 0.672289 -0.702625
 1 1.1931 18.1132 17.4012 -0.580224 0.811907 -0.0643937
 1 0.824624 15.9752 15.9452 -0.379901 0.892234 0.244117
 1 4.50202 18.2129 15.835 0.774681 0.465372 0.428135
 1 3.71471 15.9696 15.1067 -0.159017 -0.985368 0.0613398
 1 2.31188 18.4729 17.5733 -0.749992 0.138865 0.646706
 1 5.05318 15.5365 16.7098 0.75835 -0.648818 -0.0627712
 1 5.63521 17.9464 14.1024 -0.267962 -0.93783 0.220615
 1 5.56073 14.8509 14.5348 -0.789947 0.406788 -0.458811
 1 4.51484 19.1518 16.6764 0.580771 0.80317 -0.132747
 1 2.62474 15.6033 15.0151 -0.0494125 0.988563 -0.142487
 1 5.90077 17.681 11.1241 -0.394627 0.909603 -0.129966
 1 5.69385 15.8817 15.5139 -0.597172 0.465134 0.65348
 1 7.19522 16.4108 15.9182 0.0664816 0.746422 -0.662144
 1 7.07584 15.0233 13.7503 0.0416285 0.508405 -0.860111
 1 10.8503 16.6946 14.1806 0.410661 0.872384 -0.265148
 1 8.17888 14.7573 13.1628 -0.384799 0.701026 -0.60041
 1 9.48137 17.5748 15.2577 -0.893303 -0.377005 -0.244697
 1 8.1104 16.8499 14.0017 0.840355 0.513794 0.172682
 1 7.73492 16.3211 11.1874 0.514623 0.454967 -0.726752
 1 11.6627 14.3031 14.7325 -0.825146 0.359751 -0.435562
 1 14.4514 16.1115 15.0797 0.903261 -0.414052 -0.11261
 1 12.3802 16.2305 15.8446 0.508774 -0.489185 0.708412
 1 17.3284 14.8942 13.8363 0.972031 -0.234616 -0.0105313
 1 15.9054 17.1222 13.1107 0.824517 0.5565 0.102365
 1 13.6233 17.2199 14.6468 0.225687 -0.36039 -0.905088
 1 16.0587 18.2588 16.6105 0.724922 -0.397882 0.562297
 1 17.0065 23.1984 13.8646 0.252217 0.966689 0.0435782
 1 17.8254 18.8345 13.7659 0.737574 0.675129 -0.0136295
 1 16.3234 20.2036 16.1391 -0.918202 -0.32312 0.229125
