1.12246 33.199 3.00583 27.1476 -0.411812 -0.119221 0.903436
1.12246 10.637 3.18657 22.5003 -0.912575 -0.2581 0.317161
1.12246 29.9696 4.47448 21.8376 0.416824 -0.879506 -0.229622
1.12246 31.989 32.9908 21.1079 0.516169 -0.116487 -0.848529
1.12246 6.66309 4.9199 25.2468 -0.829024 -0.539163 -0.148403
1.12246 10.1315 35.5566 29.4206 0.123941 -0.519442 -0.84547
1.12246 11.5675 4.2389 3.64679 -0.226727 -0.376135 -0.898397
1.12246 28.9144 25.5541 29.0912 -0.801277 -0.0295332 0.597565
1.12246 12.8197 26.8207 20.5765 -0.44307 -0.238285 -0.864239
1.12246 34.2692 2.05455 8.91378 -0.13564 0.969795 0.202732
1.12246 35.7598 6.56687 26.2277 -0.538952 0.354398 -0.764155
1.12246 12.5456 28.3331 22.5962 0.564652 0.451704 -0.690747
1.12246 35.1838 33.7916 2.2306 0.40325 -0.153726 -0.902085
1.12246 9.4948 19.5109 2.98795 0.618561 -0.707125 -0.342573
1.12246 3.94415 30.3592 32.4097 -0.246178 0.715198 0.654131
1.12246 14.3906 15.4317 27.0959 0.0723444 0.876342 -0.476226
1.12246 17.182 32.8151 18.0231 -0.762706 0.644759 0.0506552
1.12246 29.6759 4.71438 23.1149 -0.0424646 0.969889 0.239815
1.12246 16.7942 5.81152 18.3179 -0.101639 -0.760314 -0.641554
1.12246 7.36202 28.2678 29.7511 0.0126379 0.0869353 0.996134
1.12246 16.7413 29.4294 17.2287 -0.937742 0.245627 0.245573
1.12246 2.11097 32.4666 35.3289 -0.012752 0.840531 0.541613
1.12246 15.3077 34.0329 29.7614 0.628181 0.692555 0.354621
1.12246 23.4456 32.0436 20.4434 0.493318 0.691759 -0.527358
1.12246 13.7191 28.8803 17.1492 -0.939083 0.21394 -0.268985
1.12246 7.04322 6.1899 34.2095 0.282286 0.926349 -0.249384
1.12246 6.5865 7.99826 26.1809 -0.614139 0.201427 -0.76306
1.12246 22.638 35.6905 17.0297 -0.0810293 -0.749631 0.656877
1.12246 24.017 6.18596 24.9887 -0.775134 0.631536 0.0181615
1.12246 35.1045 27.0867 35.0498 0.70114 -0.645385 0.30312
1.12246 17.8984 33.8815 32.7839 0.104605 0.11451 -0.987899
1.12246 13.218 2.05021 24.1091 0.802217 0.229006 0.551366
1.12246 10.7873 28.1407 20.2726 0.641758 -0.477556 0.600072
1.12246 23.0202 33.0245 19.4513 -0.386804 -0.226291 0.893966
1.12246 23.2099 8.44294 0.289504 0.142862 0.134259 0.980594
1.12246 12.5416 8.7131 33.4803 -0.179899 -0.927643 -0.327283
1.12246 16.9555 0.00658379 11.1491 0.769912 -0.620203 -0.150278
1.12246 22.8283 35.3811 26.4406 0.590032 -0.70523 0.393081
1.12246 28.3997 29.9392 31.2557 -0.147381 -0.56534 -0.811585
1.12246 22.259 31.7451 19.2587 -0.753869 -0.331099 0.567499
1.12246 29.396 4.58693 24.3603 -0.553911 -0.818574 -0.152049
1.12246 18.7361 25.5936 18.4674 0.68309 0.476476 -0.553497
1.12246 32.9668 22.7295 30.6876 -0.363307 -0.589969 -0.721072
1.12246 26.4935 31.4508 24.4379 -0.0806528 0.641757 0.762655
1.12246 17.3507 24.5999 29.2314 -0.277478 0.330328 -0.902158
1.12246 27.1839 32.1417 22.6745 -0.0413924 -0.113783 -0.992643
1.12246 33.5077 17.949 32.1644 0.244776 0.544891 0.801984
1.12246 32.5782 29.5734 29.415 0.105798 -0.138307 -0.984722
1.12246 17.3841 26.9752 17.9682 0.652826 -0.714351 -0.252035
1.12246 34.8201 33.0069 31.8625 0.500029 0.832166 0.239732
1.12246 24.4467 3.86541 24.8796 0.210129 -0.938851 0.272772
1.12246 25.7074 33.4081 20.7231 0.361723 0.732216 -0.577076
1.12246 22.7566 31.1148 23.5537 -0.776713 0.499351 0.383881
1.12246 35.509 11.4867 27.9455 -0.811841 -0.0679949 -0.579905
1.12246 24.8825 29.0762 22.0914 0.629166 0.428312 0.648613
1.12246 31.0757 3.38539 17.7773 -0.383991 0.811028 0.441345
1.12246 2.13695 32.0319 21.2552 0.824331 0.538266 0.17535
1.12246 27.2425 27.9438 16.9109 0.989827 0.0256828 0.139938
1.12246 7.40424 4.21556 34.3952 -0.393341 -0.790829 -0.468905
1.12246 2.46783 20.1497 13.7109 0.109494 -0.961131 -0.253453
1.12246 5.93198 4.50737 17.2983 0.141309 0.954663 -0.262011
1.12246 7.9373 2.34197 28.3108 -0.417393 0.372813 0.82873
1.12246 8.49013 5.76898 28.7042 0.431761 -0.802414 0.411964
1.12246 33.7935 3.65504 20.7956 -0.00519059 0.954476 0.298244
1.12246 0.320291 4.36355 22.1024 -0.277321 -0.885261 -0.373372
1.12246 33.5628 26.1753 24.6969 -0.702436 0.640271 0.310863
1.12246 34.2472 2.68756 31.324 -0.827974 -0.241674 -0.506016
1.12246 4.80993 13.5662 30.2255 -0.245508 -0.0200789 0.969187
1.12246 5.33764 7.05361 14.1317 -0.192831 -0.978981 0.066432
1.12246 10.2468 2.55859 16.7715 -0.270286 0.426056 0.863378
1.12246 10.4245 24.8812 24.0958 0.898934 -0.121798 -0.420813
